"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"28/11/2024 10:00:00 - 28/11/2024 11:00:00","BZN|SE3","Without Sequence","110.84","",""
"28/11/2024 11:00:00 - 28/11/2024 12:00:00","BZN|SE3","Without Sequence","109.10","",""
"28/11/2024 12:00:00 - 28/11/2024 13:00:00","BZN|SE3","Without Sequence","111.15","",""
"28/11/2024 13:00:00 - 28/11/2024 14:00:00","BZN|SE3","Without Sequence","96.92","",""
"28/11/2024 14:00:00 - 28/11/2024 15:00:00","BZN|SE3","Without Sequence","122.95","",""
"28/11/2024 15:00:00 - 28/11/2024 16:00:00","BZN|SE3","Without Sequence","139.91","",""
"28/11/2024 16:00:00 - 28/11/2024 17:00:00","BZN|SE3","Without Sequence","156.70","",""
"28/11/2024 17:00:00 - 28/11/2024 18:00:00","BZN|SE3","Without Sequence","161.10","",""
"28/11/2024 18:00:00 - 28/11/2024 19:00:00","BZN|SE3","Without Sequence","156.79","",""
"28/11/2024 19:00:00 - 28/11/2024 20:00:00","BZN|SE3","Without Sequence","140.95","",""
"28/11/2024 20:00:00 - 28/11/2024 21:00:00","BZN|SE3","Without Sequence","129.25","",""
"28/11/2024 21:00:00 - 28/11/2024 22:00:00","BZN|SE3","Without Sequence","111.14","",""
"28/11/2024 22:00:00 - 28/11/2024 23:00:00","BZN|SE3","Without Sequence","63.80","",""
"28/11/2024 23:00:00 - 29/11/2024 00:00:00","BZN|SE3","Without Sequence","93.27","",""
"29/11/2024 00:00:00 - 29/11/2024 01:00:00","BZN|SE3","Without Sequence","75.41","",""
"29/11/2024 01:00:00 - 29/11/2024 02:00:00","BZN|SE3","Without Sequence","73.93","",""
"29/11/2024 02:00:00 - 29/11/2024 03:00:00","BZN|SE3","Without Sequence","74.99","",""
"29/11/2024 03:00:00 - 29/11/2024 04:00:00","BZN|SE3","Without Sequence","59.91","",""
"29/11/2024 04:00:00 - 29/11/2024 05:00:00","BZN|SE3","Without Sequence","87.95","",""
"29/11/2024 05:00:00 - 29/11/2024 06:00:00","BZN|SE3","Without Sequence","129.14","",""
"29/11/2024 06:00:00 - 29/11/2024 07:00:00","BZN|SE3","Without Sequence","158.37","",""
"29/11/2024 07:00:00 - 29/11/2024 08:00:00","BZN|SE3","Without Sequence","163.27","",""
"29/11/2024 08:00:00 - 29/11/2024 09:00:00","BZN|SE3","Without Sequence","144.45","",""
"29/11/2024 09:00:00 - 29/11/2024 10:00:00","BZN|SE3","Without Sequence","126.87","",""
"29/11/2024 10:00:00 - 29/11/2024 11:00:00","BZN|SE3","Without Sequence","118.43","",""
"29/11/2024 11:00:00 - 29/11/2024 12:00:00","BZN|SE3","Without Sequence","112.07","",""
"29/11/2024 12:00:00 - 29/11/2024 13:00:00","BZN|SE3","Without Sequence","100.54","",""
"29/11/2024 13:00:00 - 29/11/2024 14:00:00","BZN|SE3","Without Sequence","101.34","",""
"29/11/2024 14:00:00 - 29/11/2024 15:00:00","BZN|SE3","Without Sequence","108.23","",""
"29/11/2024 15:00:00 - 29/11/2024 16:00:00","BZN|SE3","Without Sequence","119.28","",""
"29/11/2024 16:00:00 - 29/11/2024 17:00:00","BZN|SE3","Without Sequence","112.57","",""
"29/11/2024 17:00:00 - 29/11/2024 18:00:00","BZN|SE3","Without Sequence","72.95","",""
"29/11/2024 18:00:00 - 29/11/2024 19:00:00","BZN|SE3","Without Sequence","47.77","",""
"29/11/2024 19:00:00 - 29/11/2024 20:00:00","BZN|SE3","Without Sequence","44.99","",""
"29/11/2024 20:00:00 - 29/11/2024 21:00:00","BZN|SE3","Without Sequence","45.31","",""
"29/11/2024 21:00:00 - 29/11/2024 22:00:00","BZN|SE3","Without Sequence","37.68","",""
"29/11/2024 22:00:00 - 29/11/2024 23:00:00","BZN|SE3","Without Sequence","35.05","",""
"29/11/2024 23:00:00 - 30/11/2024 00:00:00","BZN|SE3","Without Sequence","32.04","",""
"30/11/2024 00:00:00 - 30/11/2024 01:00:00","BZN|SE3","Without Sequence","31.81","",""
"30/11/2024 01:00:00 - 30/11/2024 02:00:00","BZN|SE3","Without Sequence","31.73","",""
"30/11/2024 02:00:00 - 30/11/2024 03:00:00","BZN|SE3","Without Sequence","29.96","",""
"30/11/2024 03:00:00 - 30/11/2024 04:00:00","BZN|SE3","Without Sequence","28.72","",""
"30/11/2024 04:00:00 - 30/11/2024 05:00:00","BZN|SE3","Without Sequence","25.91","",""
"30/11/2024 05:00:00 - 30/11/2024 06:00:00","BZN|SE3","Without Sequence","24.11","",""
"30/11/2024 06:00:00 - 30/11/2024 07:00:00","BZN|SE3","Without Sequence","25.51","",""
"30/11/2024 07:00:00 - 30/11/2024 08:00:00","BZN|SE3","Without Sequence","26.79","",""
"30/11/2024 08:00:00 - 30/11/2024 09:00:00","BZN|SE3","Without Sequence","27.25","",""
"30/11/2024 09:00:00 - 30/11/2024 10:00:00","BZN|SE3","Without Sequence","26.10","",""
"30/11/2024 10:00:00 - 30/11/2024 11:00:00","BZN|SE3","Without Sequence","25.52","",""
"30/11/2024 11:00:00 - 30/11/2024 12:00:00","BZN|SE3","Without Sequence","24.61","",""
"30/11/2024 12:00:00 - 30/11/2024 13:00:00","BZN|SE3","Without Sequence","24.72","",""
"30/11/2024 13:00:00 - 30/11/2024 14:00:00","BZN|SE3","Without Sequence","25.67","",""
"30/11/2024 14:00:00 - 30/11/2024 15:00:00","BZN|SE3","Without Sequence","25.81","",""
"30/11/2024 15:00:00 - 30/11/2024 16:00:00","BZN|SE3","Without Sequence","27.36","",""
"30/11/2024 16:00:00 - 30/11/2024 17:00:00","BZN|SE3","Without Sequence","34.72","",""
"30/11/2024 17:00:00 - 30/11/2024 18:00:00","BZN|SE3","Without Sequence","25.80","",""
"30/11/2024 18:00:00 - 30/11/2024 19:00:00","BZN|SE3","Without Sequence","23.80","",""
"30/11/2024 19:00:00 - 30/11/2024 20:00:00","BZN|SE3","Without Sequence","23.16","",""
"30/11/2024 20:00:00 - 30/11/2024 21:00:00","BZN|SE3","Without Sequence","21.94","",""
"30/11/2024 21:00:00 - 30/11/2024 22:00:00","BZN|SE3","Without Sequence","21.26","",""
"30/11/2024 22:00:00 - 30/11/2024 23:00:00","BZN|SE3","Without Sequence","20.66","",""
"30/11/2024 23:00:00 - 01/12/2024 00:00:00","BZN|SE3","Without Sequence","19.28","",""
"01/12/2024 00:00:00 - 01/12/2024 01:00:00","BZN|SE3","Without Sequence","18.95","",""
"01/12/2024 01:00:00 - 01/12/2024 02:00:00","BZN|SE3","Without Sequence","19.01","",""
"01/12/2024 02:00:00 - 01/12/2024 03:00:00","BZN|SE3","Without Sequence","19.07","",""
"01/12/2024 03:00:00 - 01/12/2024 04:00:00","BZN|SE3","Without Sequence","19.29","",""
"01/12/2024 04:00:00 - 01/12/2024 05:00:00","BZN|SE3","Without Sequence","19.68","",""
"01/12/2024 05:00:00 - 01/12/2024 06:00:00","BZN|SE3","Without Sequence","19.68","",""
"01/12/2024 06:00:00 - 01/12/2024 07:00:00","BZN|SE3","Without Sequence","20.27","",""
"01/12/2024 07:00:00 - 01/12/2024 08:00:00","BZN|SE3","Without Sequence","20.06","",""
"01/12/2024 08:00:00 - 01/12/2024 09:00:00","BZN|SE3","Without Sequence","20.14","",""
"01/12/2024 09:00:00 - 01/12/2024 10:00:00","BZN|SE3","Without Sequence","20.10","",""
"01/12/2024 10:00:00 - 01/12/2024 11:00:00","BZN|SE3","Without Sequence","19.93","",""
"01/12/2024 11:00:00 - 01/12/2024 12:00:00","BZN|SE3","Without Sequence","19.61","",""
"01/12/2024 12:00:00 - 01/12/2024 13:00:00","BZN|SE3","Without Sequence","19.28","",""
"01/12/2024 13:00:00 - 01/12/2024 14:00:00","BZN|SE3","Without Sequence","18.94","",""
"01/12/2024 14:00:00 - 01/12/2024 15:00:00","BZN|SE3","Without Sequence","18.86","",""
"01/12/2024 15:00:00 - 01/12/2024 16:00:00","BZN|SE3","Without Sequence","25.27","",""
"01/12/2024 16:00:00 - 01/12/2024 17:00:00","BZN|SE3","Without Sequence","24.89","",""
"01/12/2024 17:00:00 - 01/12/2024 18:00:00","BZN|SE3","Without Sequence","18.26","",""
"01/12/2024 18:00:00 - 01/12/2024 19:00:00","BZN|SE3","Without Sequence","17.61","",""
"01/12/2024 19:00:00 - 01/12/2024 20:00:00","BZN|SE3","Without Sequence","17.43","",""
"01/12/2024 20:00:00 - 01/12/2024 21:00:00","BZN|SE3","Without Sequence","16.94","",""
"01/12/2024 21:00:00 - 01/12/2024 22:00:00","BZN|SE3","Without Sequence","16.65","",""
"01/12/2024 22:00:00 - 01/12/2024 23:00:00","BZN|SE3","Without Sequence","15.34","",""
"01/12/2024 23:00:00 - 02/12/2024 00:00:00","BZN|SE3","Without Sequence","-0.15","",""
"02/12/2024 00:00:00 - 02/12/2024 01:00:00","BZN|SE3","Without Sequence","-0.23","",""
"02/12/2024 01:00:00 - 02/12/2024 02:00:00","BZN|SE3","Without Sequence","-0.55","",""
"02/12/2024 02:00:00 - 02/12/2024 03:00:00","BZN|SE3","Without Sequence","-0.79","",""
"02/12/2024 03:00:00 - 02/12/2024 04:00:00","BZN|SE3","Without Sequence","-0.19","",""
"02/12/2024 04:00:00 - 02/12/2024 05:00:00","BZN|SE3","Without Sequence","0.00","",""
"02/12/2024 05:00:00 - 02/12/2024 06:00:00","BZN|SE3","Without Sequence","21.69","",""
"02/12/2024 06:00:00 - 02/12/2024 07:00:00","BZN|SE3","Without Sequence","23.77","",""
"02/12/2024 07:00:00 - 02/12/2024 08:00:00","BZN|SE3","Without Sequence","25.02","",""
"02/12/2024 08:00:00 - 02/12/2024 09:00:00","BZN|SE3","Without Sequence","25.44","",""
"02/12/2024 09:00:00 - 02/12/2024 10:00:00","BZN|SE3","Without Sequence","27.17","",""
"02/12/2024 10:00:00 - 02/12/2024 11:00:00","BZN|SE3","Without Sequence","27.02","",""
"02/12/2024 11:00:00 - 02/12/2024 12:00:00","BZN|SE3","Without Sequence","27.24","",""
"02/12/2024 12:00:00 - 02/12/2024 13:00:00","BZN|SE3","Without Sequence","27.11","",""
"02/12/2024 13:00:00 - 02/12/2024 14:00:00","BZN|SE3","Without Sequence","27.10","",""
"02/12/2024 14:00:00 - 02/12/2024 15:00:00","BZN|SE3","Without Sequence","27.43","",""
"02/12/2024 15:00:00 - 02/12/2024 16:00:00","BZN|SE3","Without Sequence","27.58","",""
"02/12/2024 16:00:00 - 02/12/2024 17:00:00","BZN|SE3","Without Sequence","36.08","",""
"02/12/2024 17:00:00 - 02/12/2024 18:00:00","BZN|SE3","Without Sequence","39.21","",""
"02/12/2024 18:00:00 - 02/12/2024 19:00:00","BZN|SE3","Without Sequence","40.40","",""
"02/12/2024 19:00:00 - 02/12/2024 20:00:00","BZN|SE3","Without Sequence","38.43","",""
"02/12/2024 20:00:00 - 02/12/2024 21:00:00","BZN|SE3","Without Sequence","39.21","",""
"02/12/2024 21:00:00 - 02/12/2024 22:00:00","BZN|SE3","Without Sequence","34.00","",""
"02/12/2024 22:00:00 - 02/12/2024 23:00:00","BZN|SE3","Without Sequence","25.94","",""
"02/12/2024 23:00:00 - 03/12/2024 00:00:00","BZN|SE3","Without Sequence","24.50","",""
"03/12/2024 00:00:00 - 03/12/2024 01:00:00","BZN|SE3","Without Sequence","24.48","",""
"03/12/2024 01:00:00 - 03/12/2024 02:00:00","BZN|SE3","Without Sequence","8.87","",""
"03/12/2024 02:00:00 - 03/12/2024 03:00:00","BZN|SE3","Without Sequence","8.21","",""
"03/12/2024 03:00:00 - 03/12/2024 04:00:00","BZN|SE3","Without Sequence","18.92","",""
"03/12/2024 04:00:00 - 03/12/2024 05:00:00","BZN|SE3","Without Sequence","48.36","",""
"03/12/2024 05:00:00 - 03/12/2024 06:00:00","BZN|SE3","Without Sequence","60.78","",""
"03/12/2024 06:00:00 - 03/12/2024 07:00:00","BZN|SE3","Without Sequence","140.23","",""
"03/12/2024 07:00:00 - 03/12/2024 08:00:00","BZN|SE3","Without Sequence","152.41","",""
"03/12/2024 08:00:00 - 03/12/2024 09:00:00","BZN|SE3","Without Sequence","141.68","",""
"03/12/2024 09:00:00 - 03/12/2024 10:00:00","BZN|SE3","Without Sequence","123.24","",""
"03/12/2024 10:00:00 - 03/12/2024 11:00:00","BZN|SE3","Without Sequence","103.52","",""
"03/12/2024 11:00:00 - 03/12/2024 12:00:00","BZN|SE3","Without Sequence","93.92","",""
"03/12/2024 12:00:00 - 03/12/2024 13:00:00","BZN|SE3","Without Sequence","99.85","",""
"03/12/2024 13:00:00 - 03/12/2024 14:00:00","BZN|SE3","Without Sequence","90.69","",""
"03/12/2024 14:00:00 - 03/12/2024 15:00:00","BZN|SE3","Without Sequence","83.56","",""
"03/12/2024 15:00:00 - 03/12/2024 16:00:00","BZN|SE3","Without Sequence","94.14","",""
"03/12/2024 16:00:00 - 03/12/2024 17:00:00","BZN|SE3","Without Sequence","178.43","",""
"03/12/2024 17:00:00 - 03/12/2024 18:00:00","BZN|SE3","Without Sequence","169.68","",""
"03/12/2024 18:00:00 - 03/12/2024 19:00:00","BZN|SE3","Without Sequence","159.32","",""
"03/12/2024 19:00:00 - 03/12/2024 20:00:00","BZN|SE3","Without Sequence","139.73","",""
"03/12/2024 20:00:00 - 03/12/2024 21:00:00","BZN|SE3","Without Sequence","119.31","",""
"03/12/2024 21:00:00 - 03/12/2024 22:00:00","BZN|SE3","Without Sequence","84.97","",""
"03/12/2024 22:00:00 - 03/12/2024 23:00:00","BZN|SE3","Without Sequence","48.05","",""
"03/12/2024 23:00:00 - 04/12/2024 00:00:00","BZN|SE3","Without Sequence","38.10","",""
"04/12/2024 00:00:00 - 04/12/2024 01:00:00","BZN|SE3","Without Sequence","40.13","",""
"04/12/2024 01:00:00 - 04/12/2024 02:00:00","BZN|SE3","Without Sequence","42.86","",""
"04/12/2024 02:00:00 - 04/12/2024 03:00:00","BZN|SE3","Without Sequence","47.98","",""
"04/12/2024 03:00:00 - 04/12/2024 04:00:00","BZN|SE3","Without Sequence","57.60","",""
"04/12/2024 04:00:00 - 04/12/2024 05:00:00","BZN|SE3","Without Sequence","69.91","",""
"04/12/2024 05:00:00 - 04/12/2024 06:00:00","BZN|SE3","Without Sequence","140.76","",""
"04/12/2024 06:00:00 - 04/12/2024 07:00:00","BZN|SE3","Without Sequence","208.89","",""
"04/12/2024 07:00:00 - 04/12/2024 08:00:00","BZN|SE3","Without Sequence","271.21","",""
"04/12/2024 08:00:00 - 04/12/2024 09:00:00","BZN|SE3","Without Sequence","246.70","",""
"04/12/2024 09:00:00 - 04/12/2024 10:00:00","BZN|SE3","Without Sequence","214.85","",""
"04/12/2024 10:00:00 - 04/12/2024 11:00:00","BZN|SE3","Without Sequence","201.40","",""
"04/12/2024 11:00:00 - 04/12/2024 12:00:00","BZN|SE3","Without Sequence","184.38","",""
"04/12/2024 12:00:00 - 04/12/2024 13:00:00","BZN|SE3","Without Sequence","190.19","",""
"04/12/2024 13:00:00 - 04/12/2024 14:00:00","BZN|SE3","Without Sequence","196.52","",""
"04/12/2024 14:00:00 - 04/12/2024 15:00:00","BZN|SE3","Without Sequence","212.50","",""
"04/12/2024 15:00:00 - 04/12/2024 16:00:00","BZN|SE3","Without Sequence","214.24","",""
"04/12/2024 16:00:00 - 04/12/2024 17:00:00","BZN|SE3","Without Sequence","200.01","",""
"04/12/2024 17:00:00 - 04/12/2024 18:00:00","BZN|SE3","Without Sequence","174.55","",""
"04/12/2024 18:00:00 - 04/12/2024 19:00:00","BZN|SE3","Without Sequence","115.02","",""
"04/12/2024 19:00:00 - 04/12/2024 20:00:00","BZN|SE3","Without Sequence","115.44","",""
"04/12/2024 20:00:00 - 04/12/2024 21:00:00","BZN|SE3","Without Sequence","114.61","",""
"04/12/2024 21:00:00 - 04/12/2024 22:00:00","BZN|SE3","Without Sequence","80.77","",""
"04/12/2024 22:00:00 - 04/12/2024 23:00:00","BZN|SE3","Without Sequence","53.61","",""
"04/12/2024 23:00:00 - 05/12/2024 00:00:00","BZN|SE3","Without Sequence","50.35","",""
"05/12/2024 00:00:00 - 05/12/2024 01:00:00","BZN|SE3","Without Sequence","39.74","",""
"05/12/2024 01:00:00 - 05/12/2024 02:00:00","BZN|SE3","Without Sequence","30.57","",""
"05/12/2024 02:00:00 - 05/12/2024 03:00:00","BZN|SE3","Without Sequence","29.35","",""
"05/12/2024 03:00:00 - 05/12/2024 04:00:00","BZN|SE3","Without Sequence","30.39","",""
"05/12/2024 04:00:00 - 05/12/2024 05:00:00","BZN|SE3","Without Sequence","50.24","",""
"05/12/2024 05:00:00 - 05/12/2024 06:00:00","BZN|SE3","Without Sequence","81.10","",""
"05/12/2024 06:00:00 - 05/12/2024 07:00:00","BZN|SE3","Without Sequence","114.53","",""
"05/12/2024 07:00:00 - 05/12/2024 08:00:00","BZN|SE3","Without Sequence","132.30","",""
"05/12/2024 08:00:00 - 05/12/2024 09:00:00","BZN|SE3","Without Sequence","103.51","",""
"05/12/2024 09:00:00 - 05/12/2024 10:00:00","BZN|SE3","Without Sequence","95.15","",""
"05/12/2024 10:00:00 - 05/12/2024 11:00:00","BZN|SE3","Without Sequence","82.95","",""
"05/12/2024 11:00:00 - 05/12/2024 12:00:00","BZN|SE3","Without Sequence","77.98","",""
"05/12/2024 12:00:00 - 05/12/2024 13:00:00","BZN|SE3","Without Sequence","73.11","",""
"05/12/2024 13:00:00 - 05/12/2024 14:00:00","BZN|SE3","Without Sequence","64.87","",""
"05/12/2024 14:00:00 - 05/12/2024 15:00:00","BZN|SE3","Without Sequence","63.91","",""
"05/12/2024 15:00:00 - 05/12/2024 16:00:00","BZN|SE3","Without Sequence","62.56","",""
"05/12/2024 16:00:00 - 05/12/2024 17:00:00","BZN|SE3","Without Sequence","62.28","",""
"05/12/2024 17:00:00 - 05/12/2024 18:00:00","BZN|SE3","Without Sequence","52.83","",""
"05/12/2024 18:00:00 - 05/12/2024 19:00:00","BZN|SE3","Without Sequence","37.90","",""
"05/12/2024 19:00:00 - 05/12/2024 20:00:00","BZN|SE3","Without Sequence","25.34","",""
"05/12/2024 20:00:00 - 05/12/2024 21:00:00","BZN|SE3","Without Sequence","25.46","",""
"05/12/2024 21:00:00 - 05/12/2024 22:00:00","BZN|SE3","Without Sequence","30.80","",""
"05/12/2024 22:00:00 - 05/12/2024 23:00:00","BZN|SE3","Without Sequence","22.55","",""
"05/12/2024 23:00:00 - 06/12/2024 00:00:00","BZN|SE3","Without Sequence","10.43","",""
"06/12/2024 00:00:00 - 06/12/2024 01:00:00","BZN|SE3","Without Sequence","4.93","",""
"06/12/2024 01:00:00 - 06/12/2024 02:00:00","BZN|SE3","Without Sequence","4.15","",""
"06/12/2024 02:00:00 - 06/12/2024 03:00:00","BZN|SE3","Without Sequence","3.11","",""
"06/12/2024 03:00:00 - 06/12/2024 04:00:00","BZN|SE3","Without Sequence","3.69","",""
"06/12/2024 04:00:00 - 06/12/2024 05:00:00","BZN|SE3","Without Sequence","10.00","",""
"06/12/2024 05:00:00 - 06/12/2024 06:00:00","BZN|SE3","Without Sequence","23.90","",""
"06/12/2024 06:00:00 - 06/12/2024 07:00:00","BZN|SE3","Without Sequence","33.93","",""
"06/12/2024 07:00:00 - 06/12/2024 08:00:00","BZN|SE3","Without Sequence","50.92","",""
"06/12/2024 08:00:00 - 06/12/2024 09:00:00","BZN|SE3","Without Sequence","46.92","",""
"06/12/2024 09:00:00 - 06/12/2024 10:00:00","BZN|SE3","Without Sequence","48.64","",""
"06/12/2024 10:00:00 - 06/12/2024 11:00:00","BZN|SE3","Without Sequence","47.30","",""
"06/12/2024 11:00:00 - 06/12/2024 12:00:00","BZN|SE3","Without Sequence","50.72","",""
"06/12/2024 12:00:00 - 06/12/2024 13:00:00","BZN|SE3","Without Sequence","47.35","",""
"06/12/2024 13:00:00 - 06/12/2024 14:00:00","BZN|SE3","Without Sequence","52.28","",""
"06/12/2024 14:00:00 - 06/12/2024 15:00:00","BZN|SE3","Without Sequence","65.94","",""
"06/12/2024 15:00:00 - 06/12/2024 16:00:00","BZN|SE3","Without Sequence","72.49","",""
"06/12/2024 16:00:00 - 06/12/2024 17:00:00","BZN|SE3","Without Sequence","78.99","",""
"06/12/2024 17:00:00 - 06/12/2024 18:00:00","BZN|SE3","Without Sequence","72.69","",""
"06/12/2024 18:00:00 - 06/12/2024 19:00:00","BZN|SE3","Without Sequence","53.00","",""
"06/12/2024 19:00:00 - 06/12/2024 20:00:00","BZN|SE3","Without Sequence","48.73","",""
"06/12/2024 20:00:00 - 06/12/2024 21:00:00","BZN|SE3","Without Sequence","45.57","",""
"06/12/2024 21:00:00 - 06/12/2024 22:00:00","BZN|SE3","Without Sequence","42.54","",""
"06/12/2024 22:00:00 - 06/12/2024 23:00:00","BZN|SE3","Without Sequence","30.82","",""
"06/12/2024 23:00:00 - 07/12/2024 00:00:00","BZN|SE3","Without Sequence","30.72","",""
"07/12/2024 00:00:00 - 07/12/2024 01:00:00","BZN|SE3","Without Sequence","29.04","",""
"07/12/2024 01:00:00 - 07/12/2024 02:00:00","BZN|SE3","Without Sequence","27.55","",""
"07/12/2024 02:00:00 - 07/12/2024 03:00:00","BZN|SE3","Without Sequence","26.53","",""
"07/12/2024 03:00:00 - 07/12/2024 04:00:00","BZN|SE3","Without Sequence","25.80","",""
"07/12/2024 04:00:00 - 07/12/2024 05:00:00","BZN|SE3","Without Sequence","25.50","",""
"07/12/2024 05:00:00 - 07/12/2024 06:00:00","BZN|SE3","Without Sequence","25.18","",""
"07/12/2024 06:00:00 - 07/12/2024 07:00:00","BZN|SE3","Without Sequence","27.89","",""
"07/12/2024 07:00:00 - 07/12/2024 08:00:00","BZN|SE3","Without Sequence","34.91","",""
"07/12/2024 08:00:00 - 07/12/2024 09:00:00","BZN|SE3","Without Sequence","42.72","",""
"07/12/2024 09:00:00 - 07/12/2024 10:00:00","BZN|SE3","Without Sequence","50.40","",""
"07/12/2024 10:00:00 - 07/12/2024 11:00:00","BZN|SE3","Without Sequence","52.64","",""
"07/12/2024 11:00:00 - 07/12/2024 12:00:00","BZN|SE3","Without Sequence","56.20","",""
"07/12/2024 12:00:00 - 07/12/2024 13:00:00","BZN|SE3","Without Sequence","56.51","",""
"07/12/2024 13:00:00 - 07/12/2024 14:00:00","BZN|SE3","Without Sequence","58.74","",""
"07/12/2024 14:00:00 - 07/12/2024 15:00:00","BZN|SE3","Without Sequence","60.48","",""
"07/12/2024 15:00:00 - 07/12/2024 16:00:00","BZN|SE3","Without Sequence","62.41","",""
"07/12/2024 16:00:00 - 07/12/2024 17:00:00","BZN|SE3","Without Sequence","64.52","",""
"07/12/2024 17:00:00 - 07/12/2024 18:00:00","BZN|SE3","Without Sequence","63.59","",""
"07/12/2024 18:00:00 - 07/12/2024 19:00:00","BZN|SE3","Without Sequence","63.11","",""
"07/12/2024 19:00:00 - 07/12/2024 20:00:00","BZN|SE3","Without Sequence","57.78","",""
"07/12/2024 20:00:00 - 07/12/2024 21:00:00","BZN|SE3","Without Sequence","51.40","",""
"07/12/2024 21:00:00 - 07/12/2024 22:00:00","BZN|SE3","Without Sequence","51.59","",""
"07/12/2024 22:00:00 - 07/12/2024 23:00:00","BZN|SE3","Without Sequence","40.98","",""
"07/12/2024 23:00:00 - 08/12/2024 00:00:00","BZN|SE3","Without Sequence","39.44","",""
"08/12/2024 00:00:00 - 08/12/2024 01:00:00","BZN|SE3","Without Sequence","36.16","",""
"08/12/2024 01:00:00 - 08/12/2024 02:00:00","BZN|SE3","Without Sequence","34.86","",""
"08/12/2024 02:00:00 - 08/12/2024 03:00:00","BZN|SE3","Without Sequence","34.41","",""
"08/12/2024 03:00:00 - 08/12/2024 04:00:00","BZN|SE3","Without Sequence","33.59","",""
"08/12/2024 04:00:00 - 08/12/2024 05:00:00","BZN|SE3","Without Sequence","34.21","",""
"08/12/2024 05:00:00 - 08/12/2024 06:00:00","BZN|SE3","Without Sequence","36.36","",""
"08/12/2024 06:00:00 - 08/12/2024 07:00:00","BZN|SE3","Without Sequence","43.02","",""
"08/12/2024 07:00:00 - 08/12/2024 08:00:00","BZN|SE3","Without Sequence","44.66","",""
"08/12/2024 08:00:00 - 08/12/2024 09:00:00","BZN|SE3","Without Sequence","53.36","",""
"08/12/2024 09:00:00 - 08/12/2024 10:00:00","BZN|SE3","Without Sequence","58.58","",""
"08/12/2024 10:00:00 - 08/12/2024 11:00:00","BZN|SE3","Without Sequence","58.83","",""
"08/12/2024 11:00:00 - 08/12/2024 12:00:00","BZN|SE3","Without Sequence","62.70","",""
"08/12/2024 12:00:00 - 08/12/2024 13:00:00","BZN|SE3","Without Sequence","65.76","",""
"08/12/2024 13:00:00 - 08/12/2024 14:00:00","BZN|SE3","Without Sequence","76.31","",""
"08/12/2024 14:00:00 - 08/12/2024 15:00:00","BZN|SE3","Without Sequence","80.21","",""
